fips,CountyName
00000,New Salem township
00000,Pearl township
00000,Perry township
00000,Pittsfield township
00000,Pleasant Hill township
00000,Pleasant Vale township
00000,Ross township
00000,Spring Creek township
00000,Granville township
00000,Hennepin township
00000,Magnolia township
00000,Senachwine township
00000,Bonpas township
00000,Claremont township
00000,Decker township
00000,Denver township
00000,German township
00000,Madison township
00000,Noble township
00000,Olney township
00000,Preston township
00000,Andalusia township
00000,Blackhawk township
00000,Bowling township
00000,Buffalo Prairie township
00000,Canoe Creek township
00000,Coal Valley township
00000,Coe township
00000,Cordova township
00000,Drury township
00000,Edgington township
00000,Hampton township
00000,Moline township
00000,Port Byron township
00000,Rock Island township
00000,Rural township
00000,South Moline township
00000,South Rock Island township
00000,Zuma township
00000,Belleville township
00000,Canteen township
00000,Caseyville township
00000,Centreville township
00000,East St. Louis township
00000,Engelmann township
00000,Fayetteville township
00000,Freeburg township
00000,Lebanon township
00000,Lenzburg township
00000,Marissa township
00000,Mascoutah township
00000,Millstadt township
00000,New Athens township
00000,O'Fallon township
00000,Prairie Du Long township
00000,St. Clair township
00000,Shiloh Valley township
00000,Smithton township
00000,Stites township
00000,Stookey township
00000,Sugar Loaf township
00000,Brushy township
00000,Carrier Mills township
00000,Cottage township
00000,East Eldorado township
00000,Galatia township
00000,Harrisburg township
00000,Independence township
00000,Long Branch township
00000,Mountain township
00000,Raleigh township
00000,Rector township
00000,Stonefort township
00000,Tate township
00000,Auburn township
00000,Ball township
00000,Buffalo Hart township
00000,Capital township
00000,Cartwright township
00000,Chatham township
00000,Clear Lake township
00000,Cooper township
00000,Cotton Hill township
00000,Curran township
00000,Divernon township
00000,Fancy Creek township
00000,Gardner township
00000,Illiopolis township
00000,Island Grove township
00000,Lanesville township
00000,Loami township
00000,Maxwell township
00000,Mechanicsburg township
00000,New Berlin township
00000,Pawnee township
00000,Rochester township
00000,Springfield township
00000,Talkington township
00000,Williams township
00000,Woodside township
00000,Bainbridge township
00000,Birmingham township
00000,Brooklyn township
00000,Browning township
00000,Buena Vista township
00000,Camden township
00000,Frederick township
00000,Hickory township
00000,Huntsville township
00000,Littleton township
00000,Oakland township
00000,Rushville township
00000,Woodstock township
00000,Ash Grove township
00000,Big Spring township
00000,Clarksburg township
00000,Cold Spring township
00000,Dry Point township
00000,Flat Branch township
00000,Herrick township
00000,Holland township
00000,Lakewood township
00000,Moweaqua township
00000,Oconee township
00000,Okaw township
00000,Penn township
00000,Pickaway township
00000,Prairie township
00000,Richland township
00000,Ridge township
00000,Rose township
00000,Rural township
00000,Shelbyville township
00000,Sigel township
00000,Todds Point township
00000,Tower Hill township
00000,Windsor township
00000,Elmira township
00000,Essex township
00000,Goshen township
00000,Osceola township
00000,Penn township
00000,Toulon township
00000,Valley township
00000,West Jersey township
00000,Buckeye township
00000,Dakota township
00000,Erin township
00000,Florence township
00000,Freeport township
00000,Harlem township
00000,Jefferson township
00000,Kent township
00000,Lancaster township
00000,Loran township
00000,Oneco township
00000,Ridott township
00000,Rock Grove township
00000,Rock Run township
00000,Silver Creek township
00000,Waddams township
00000,West Point township
00000,Winslow township
00000,Boynton township
00000,Cincinnati township
00000,Deer Creek township
00000,Delavan township
00000,Dillon township
00000,Elm Grove township
00000,Fondulac township
00000,Groveland township
00000,Hittle township
00000,Hopedale township
00000,Little Mackinaw township
00000,Mackinaw township
00000,Malone township
00000,Morton township
00000,Pekin township
00000,Sand Prairie township
00000,Spring Lake township
00000,Tremont township
00000,Washington township
00000,Blount township
00000,Butler township
00000,Carroll township
00000,Catlin township
00000,Danville township
00000,Elwood township
00000,Georgetown township
00000,Grant township
00000,Jamaica township
00000,Love township
00000,McKendree township
00000,Middlefork township
00000,Newell township
00000,Oakwood township
00000,Pilot township
00000,Ross township
00000,Sidell township
00000,South Ross township
00000,Vance township
00000,Berwick township
00000,Coldbrook township
00000,Ellison township
00000,Floyd township
00000,Greenbush township
00000,Hale township
00000,Kelly township
00000,Lenox township
00000,Monmouth township
00000,Point Pleasant township
00000,Roseville township
00000,Spring Grove township
00000,Sumner township
00000,Swan township
00000,Tompkins township
00000,Ashley township
00000,Beaucoup township
00000,Bolo township
00000,Covington township
00000,Du Bois township
00000,Hoyleton township
00000,Irvington township
00000,Johannisburg township
00000,Lively Grove township
00000,Nashville township
00000,Oakdale township
00000,Okawville township
00000,Pilot Knob township
00000,Plum Hill township
00000,Richview township
00000,Venedy township
00000,Arrington township
00000,Barnhill township
00000,Bedford township
00000,Berry township
00000,Big Mound township
00000,Elm River township
00000,Four Mile township
00000,Garden Hill township
00000,Grover township
00000,Hickory Hill township
00000,Indian Prairie township
00000,Jasper township
00000,Keith township
00000,Lamard township
00000,Leech township
00000,Massilon township
00000,Mount Erie township
00000,Orchard township
00000,Orel township
00000,Zif township
00000,Burnt Prairie township
00000,Carmi township
00000,Emma township
00000,Enfield township
00000,Gray township
00000,Hawthorne township
00000,Heralds Prairie township
00000,Indian Creek township
00000,Mill Shoals township
00000,Phillips township
00000,Albany township
00000,Clyde township
00000,Coloma township
00000,Erie township
00000,Fenton township
00000,Fulton township
00000,Garden Plain township
00000,Genesee township
00000,Hahnaman township
00000,Hopkins township
00000,Hume township
00000,Jordan township
00000,Lyndon township
00000,Montmorency township
00000,Mount Pleasant township
00000,Newton township
00000,Portland township
00000,Prophetstown township
00000,Sterling township
00000,Tampico township
00000,Union Grove township
00000,Ustick township
00000,Channahon township
00000,Crete township
00000,Custer township
00000,Du Page township
00000,Florence township
00000,Frankfort township
00000,Green Garden township
00000,Homer township
00000,Jackson township
00000,Joliet township
00000,Lockport township
00000,Manhattan township
00000,Monee township
00000,New Lenox township
00000,Peotone township
00000,Plainfield township
00000,Reed township
00000,Troy township
00000,Washington township
00000,Wesley township
00000,Wheatland township
00000,Will township
00000,Wilmington township
00000,Wilton township
00000,Burritt township
00000,Cherry Valley township
00000,Durand township
00000,Harlem township
00000,Harrison township
00000,Laona township
00000,Owen township
00000,Pecatonica township
00000,Rockford township
00000,Rockton township
00000,Roscoe township
00000,Seward township
00000,Shirland township
00000,Winnebago township
00000,Cazenovia township
00000,Clayton township
00000,Cruger township
00000,El Paso township
00000,Greene township
00000,Kansas township
00000,Linn township
00000,Metamora township
00000,Minonk township
00000,Montgomery township
00000,Olio township
00000,Palestine township
00000,Panola township
00000,Partridge township
00000,Roanoke township
00000,Spring Bay township
00000,Worth township
00113,Abingdon city
00230,Addieville village
00243,Addison village
00295,Adeline village
00516,Albany village
00555,Albers village
00568,Albion city
00646,Aledo city
00672,Alexis village
00685,Algonquin village
00737,Alhambra village
00815,Allendale village
00867,Allenville village
00880,Allerton village
00919,Alma village
00958,Alorton village
00971,Alpha village
00997,Alsey village
01010,Alsip village
01049,Altamont city
01114,Alton city
01140,Altona village
01205,Alto Pass village
01242,Alvan village
01270,Amboy city
01361,Anchor village
01426,Andalusia village
01491,Andover village
01543,Anna city
01569,Annawan town
01595,Antioch village
01673,Apple River village
01881,Arcola city
01946,Arenzville village
01972,Argenta village
02102,Arlington village
02154,Arlington Heights village
02206,Armington village
02258,Aroma Park village
02342,Arrowsmith village
02414,Arthur village
02479,Ashkum village
02505,Ashland village
02531,Ashley city
02557,Ashmore village
02583,Ashton village
02609,Assumption city
02635,Astoria town
02674,Athens city
02726,Atkinson town
02752,Atlanta city
02882,Atwood village
02921,Auburn city
02986,Augusta village
03012,Aurora city
03103,Ava city
03181,Aviston village
03207,Avon village
03454,Baldwin village
03571,Banner village
03610,Bannockburn village
03675,Bardolph village
03844,Barrington village
03883,Barrington Hills village
03948,Barry city
04000,Bartelso village
04013,Bartlett village
04039,Bartonville village
04052,Basco village
04078,Batavia city
04117,Batchtown village
04156,Bath village
04247,Baylis village
04273,Bay View Gardens village
04303,Beach Park village
04351,Beardstown city
04507,Beaverville village
04533,Beckemeyer village
04572,Bedford Park village
04585,Beecher village
04598,Beecher City village
04689,Belgium village
04715,Belknap village
04793,Belle Prairie City town
04806,Belle Rive village
04845,Belleville city
04871,Bellevue village
04897,Bellflower village
04936,Bellmont village
04975,Bellwood village
05092,Belvidere city
05144,Bement village
05209,Benld city
05248,Bensenville village
05261,Benson village
05274,Bentley town
05300,Benton city
05404,Berkeley village
05443,Berlin village
05573,Berwyn city
05599,Bethalto village
05612,Bethany village
05898,Biggsville village
05976,Big Rock village
06028,Bingham village
06171,Bishop Hill village
06184,Bismarck village
06470,Blandinsville village
06587,Bloomingdale village
06613,Bloomington city
06704,Blue Island city
06756,Blue Mound village
06899,Bluffs village
06964,Bluford village
07133,Bolingbrook village
07211,Bondville village
07224,Bone Gap village
07237,Bonfield village
07263,Bonnie village
07471,Bourbonnais village
07510,Bowen village
07640,Braceville village
07692,Bradford village
07744,Bradley village
07770,Braidwood city
07913,Breese city
08186,Bridgeport city
08225,Bridgeview village
08264,Brighton village
08303,Brimfield village
08420,Broadlands village
08446,Broadview village
08472,Broadwell village
08524,Brocton village
08576,Brookfield village
08667,Brooklyn village
08706,Brookport city
08875,Broughton village
08953,Browning village
08979,Browns village
08992,Brownstown village
09148,Brussels village
09161,Bryant village
09304,Buckingham village
09317,Buckley village
09330,Buckner village
09356,Buda village
09434,Buffalo village
09447,Buffalo Grove village
09531,Bull Valley village
09538,Bulpitt village
09551,Buncombe village
09577,Bunker Hill city
09642,Burbank city
09681,Bureau Junction village
09759,Burlington village
09798,Burnham village
09889,Burnt Prairie village
09980,Burr Ridge village
10084,Bush village
10110,Bushnell city
10149,Butler village
10240,Byron city
10292,Cabery village
10370,Cahokia village
10383,Cairo city
10422,Caledonia village
10448,Calhoun village
10487,Calumet City city
10513,Calumet Park village
10591,Camargo village
10630,Cambria village
10643,Cambridge village
10695,Camden village
10773,Campbell Hill village
10877,Camp Point village
10906,Campton Hills village
10916,Campus village
11007,Canton city
11033,Cantrall village
11124,Capron village
11150,Carbon Cliff village
11163,Carbondale city
11176,Carbon Hill village
11202,Carlinville city
11215,Carlock village
11228,Carlyle city
11293,Carmi city
11332,Carol Stream village
11358,Carpentersville village
11397,Carrier Mills village
11462,Carrollton city
11514,Carterville city
11527,Carthage city
11592,Cary village
11618,Casey city
11644,Caseyville village
11774,Catlin village
11826,Cave-In-Rock village
11982,Cedar Point village
12008,Cedarville village
12151,Central City village
12164,Centralia city
12203,Centreville city
12268,Cerro Gordo village
12294,Chadwick village
12385,Champaign city
12450,Chandlerville village
12476,Channahon village
12528,Chapin village
12567,Charleston city
12684,Chatham village
12710,Chatsworth town
12801,Chebanse village
12931,Chenoa city
12970,Cherry village
13074,Cherry Valley village
13139,Chester city
13165,Chesterfield village
14000,Chicago city
14026,Chicago Heights city
14065,Chicago Ridge village
14117,Chillicothe city
14273,Chrisman city
14286,Christopher city
14351,Cicero town
14442,Cisco village
14455,Cisne village
14468,Cissna Park village
14533,Claremont village
14572,Clarendon Hills village
14715,Clay City village
14767,Clayton village
14845,Clear Lake village
14923,Cleveland village
14936,Clifton village
15001,Clinton city
15170,Coal City village
15209,Coalton village
15235,Coal Valley village
15261,Coatsburg village
15300,Cobden village
15352,Coffeen city
15378,Colchester city
15469,Coleta village
15495,Colfax village
15599,Collinsville city
15664,Colona city
15807,Colp village
15833,Columbia city
15846,Columbus village
15989,Compton village
16054,Concord village
16119,Congerville village
16210,Cooksville village
16366,Cordova village
16405,Cornell village
16470,Cortland town
16613,Coulterville village
16691,Country Club Hills city
16873,Countryside city
17055,Cowden village
17185,Crainville village
17289,Creal Springs city
17406,Crescent City village
17458,Crest Hill city
17471,Creston village
17497,Crestwood village
17523,Crete village
17549,Creve Coeur village
17783,Crossville village
17887,Crystal Lake city
17991,Cuba city
18030,Cullom village
18147,Curran village
18225,Cutler village
18251,Cypress village
18303,Dahlgren village
18342,Dakota village
18420,Dallas City city
18446,Dalton City village
18459,Dalzell village
18472,Damiansville village
18485,Dana village
18498,Danforth village
18537,Danvers village
18563,Danville city
18628,Darien city
18706,Davis village
18719,Davis Junction village
18745,Dawson village
18823,Decatur city
18940,Deer Creek village
18992,Deerfield village
19031,Deer Grove village
19083,Deer Park village
19161,DeKalb city
19200,De Land village
19226,Delavan city
19499,De Pue village
19616,De Soto village
19642,Des Plaines city
19681,Detroit village
19798,De Witt village
19837,Diamond village
19915,Dieterich village
20045,Divernon village
20123,Dix village
20149,Dixmoor village
20162,Dixon city
20292,Dolton village
20305,Dongola village
20318,Donnellson village
20331,Donovan village
20370,Dorchester village
20526,Dover village
20565,Dowell village
20591,Downers Grove village
20643,Downs village
20890,Du Bois village
21098,Dunfermline village
21176,Dunlap village
21254,Dupo village
21267,Du Quoin city
21280,Durand village
21358,Dwight village
21410,Eagarville village
21540,Earlville city
21553,East Alton village
21579,East Brooklyn village
21605,East Cape Girardeau village
21618,East Carondelet village
21683,East Dubuque city
21696,East Dundee village
21826,East Galesburg village
21852,East Gillespie village
21904,East Hazel Crest village
22073,East Moline city
22151,Easton village
22164,East Peoria city
22255,East St. Louis city
22398,Eddyville village
22567,Edgewood village
22645,Edinburg village
22697,Edwardsville city
22736,Effingham city
22931,Elburn village
22957,El Dara village
23009,Eldorado city
23022,Eldred village
23074,Elgin city
23165,Elizabeth village
23191,Elizabethtown village
23256,Elk Grove Village village
23269,Elkhart village
23373,Elkville village
23425,Elliott village
23503,Ellis Grove village
23529,Ellisville village
23555,Ellsworth village
23620,Elmhurst city
23698,Elmwood city
23724,Elmwood Park village
23737,El Paso city
23776,Elsah village
23841,Elvaston village
23945,Elwood village
23971,Emden village
24062,Emington village
24166,Energy village
24179,Enfield village
24348,Equality village
24374,Erie village
24452,Essex village
24543,Eureka city
24582,Evanston city
24608,Evansville village
24634,Evergreen Park village
24673,Ewing village
24699,Exeter village
24764,Fairbury city
24816,Fairfield city
24933,Fairmont City village
24985,Fairmount village
25063,Fairview village
25141,Fairview Heights city
25375,Farina village
25414,Farmer City city
25440,Farmersville village
25531,Farmington city
25713,Fayetteville village
25895,Ferris village
25960,Fidelity village
26012,Fieldon village
26077,Fillmore village
26116,Findlay village
26194,Fisher village
26233,Fithian village
26311,Flanagan village
26350,Flat Rock village
26454,Flora city
26480,Florence village
26571,Flossmoor village
26662,Foosland village
26710,Ford Heights village
26753,Forest City village
26935,Forest Park village
26987,Forest View village
27026,Forrest village
27065,Forreston village
27091,Forsyth village
27442,Fox Lake village
27533,Fox River Grove village
27624,Frankfort village
27663,Franklin village
27689,Franklin Grove village
27702,Franklin Park village
27806,Freeburg village
27858,Freeman Spur village
27884,Freeport city
28144,Fulton city
28170,Fults village
28261,Galatia village
28300,Galena city
28326,Galesburg city
28430,Galva city
28638,Gardner village
28742,Garrett village
28807,Gays village
28846,Geneseo city
28872,Geneva city
28898,Genoa city
28963,Georgetown city
29041,Germantown village
29080,Germantown Hills village
29093,German Valley village
29125,Gibson City city
29145,Gifford village
29171,Gilberts village
29236,Gillespie city
29275,Gilman city
29392,Girard city
29431,Gladstone village
29483,Glasford village
29496,Glasgow village
29639,Glen Carbon village
29652,Glencoe village
29730,Glendale Heights village
29756,Glen Ellyn village
29938,Glenview village
30029,Glenwood village
30094,Godfrey village
30120,Godley village
30133,Golconda city
30159,Golden village
30250,Golden Gate village
30328,Golf village
30445,Goodfield village
30458,Good Hope village
30575,Goreville village
30588,Gorham village
30653,Grafton city
30757,Grand Ridge village
30770,Grand Tower city
30835,Grandview village
30926,Granite City city
30978,Grantfork village
30991,Grant Park village
31017,Granville village
31121,Grayslake village
31165,Grayville city
31368,Greenfield city
31446,Green Oaks village
31524,Greenup village
31563,Green Valley village
31576,Greenview village
31589,Greenville city
31667,Greenwood village
31732,Gridley village
31771,Griggsville city
31992,Gulf Port village
32018,Gurnee village
32200,Hainesville village
32395,Hamburg village
32408,Hamel village
32434,Hamilton city
32499,Hammond village
32525,Hampshire village
32564,Hampton village
32616,Hanaford village
32668,Hanna City village
32707,Hanover village
32746,Hanover Park village
32850,Hardin village
32967,Harmon village
33136,Harrisburg city
33227,Harristown village
33279,Hartford village
33318,Hartsburg village
33331,Harvard city
33357,Harvel village
33383,Harvey city
33435,Harwood Heights village
33513,Havana city
33630,Hawthorn Woods village
33695,Hazel Crest village
33851,Hebron village
33877,Hecker village
34007,Henderson village
34098,Hennepin village
34137,Henning village
34163,Henry city
34332,Herrick village
34358,Herrin city
34384,Herscher village
34423,Hettick village
34449,Heyworth village
34514,Hickory Hills city
34553,Hidalgo village
34670,Highland city
34722,Highland Park city
34865,Highwood city
34982,Hillcrest village
35047,Hillsboro city
35073,Hillsdale village
35086,Hillside village
35203,Hillview village
35268,Hinckley village
35281,Hindsboro village
35307,Hinsdale village
35385,Hodgkins village
35398,Hoffman village
35411,Hoffman Estates village
35515,Holiday Hills village
35671,Hollowayville village
35814,Homer village
35835,Homer Glen village
35866,Hometown city
35879,Homewood village
36061,Hoopeston city
36074,Hooppole village
36126,Hopedale village
36150,Hopewell village
36190,Hopkins Park village
36347,Hoyleton village
36438,Hudson village
36477,Huey village
36516,Hull village
36542,Humboldt village
36568,Hume village
36750,Huntley village
36815,Hurst city
36841,Hutsonville village
37127,Illiopolis village
37179,Ina village
37218,Indian Creek village
37257,Indian Head Park village
37348,Indianola village
37439,Industry village
37608,Inverness village
37621,Iola village
37647,Ipava village
37712,Iroquois village
37738,Irving village
37777,Irvington village
37803,Irwin village
37894,Island Lake village
37907,Itasca village
37933,Iuka village
37998,Ivesdale village
38115,Jacksonville city
38323,Jeffersonville village
38349,Jeisyville village
38375,Jerome village
38414,Jerseyville city
38427,Jewett village
38479,Johnsburg village
38531,Johnsonville village
38544,Johnston City city
38570,Joliet city
38635,Jonesboro city
38674,Joppa village
38739,Joy village
38778,Junction village
38791,Junction City village
38830,Justice village
38856,Kampsville village
38869,Kane village
38895,Kaneville village
38921,Kangley village
38934,Kankakee city
38986,Kansas village
39038,Kappa village
39077,Karnak village
39129,Kaskaskia village
39233,Keenes village
39259,Keensburg village
39298,Keithsburg city
39324,Kell village
39441,Kempton village
39519,Kenilworth village
39532,Kenney village
39727,Kewanee city
39753,Keyesport village
39857,Kilbourne village
39883,Kildeer village
39909,Kincaid village
39922,Kinderhook village
40065,Kingston village
40091,Kingston Mines village
40117,Kinmundy city
40143,Kinsman village
40156,Kirkland village
40182,Kirkwood village
40416,Knoxville city
40559,Lacon city
40598,Ladd village
40676,La Fayette village
40767,La Grange village
40793,La Grange Park village
40832,La Harpe city
40884,Lake Barrington village
40910,Lake Bluff village
41105,Lake Forest city
41183,Lake in the Hills village
41214,Lake Ka-Ho village
41326,Lakemoor village
41586,Lake Villa village
41651,Lakewood village
41742,Lake Zurich village
41794,La Moille village
41859,Lanark city
42028,Lansing village
42080,La Prairie village
42171,La Rose village
42184,LaSalle city
42249,Latham village
42405,Lawrenceville city
42457,Leaf River village
42496,Lebanon city
42587,Lee village
42756,Leland village
42769,Leland Grove city
42795,Lemont village
42834,Lena village
42860,Lenzburg village
42912,Leonore village
42938,Lerna village
42971,Le Roy city
43055,Lewistown city
43094,Lexington city
43133,Liberty village
43250,Libertyville village
43406,Lily Lake village
43445,Lima village
43510,Limestone village
43536,Lincoln city
43666,Lincolnshire village
43744,Lincolnwood village
43770,Lindenhurst village
43900,Lisbon village
43939,Lisle village
43965,Litchfield city
44056,Littleton village
44082,Little York village
44121,Liverpool village
44160,Livingston village
44173,Loami village
44225,Lockport city
44264,Loda village
44381,Lomax village
44407,Lombard village
44446,London Mills village
44498,Long Creek village
44524,Long Grove village
44576,Long Point village
44602,Longview village
44719,Loraine village
44823,Lostant village
44927,Louisville village
45031,Loves Park city
45044,Lovington village
45174,Ludlow village
45278,Lyndon village
45369,Lynnville village
45421,Lynwood village
45434,Lyons village
45525,McClure village
45564,McCook village
45616,McCullom Lake village
45642,Macedonia village
45694,McHenry city
45726,Machesney Park village
45785,Mackinaw village
45811,McLean village
45824,McLeansboro city
45850,McNabb village
45889,Macomb city
45941,Macon city
45993,Madison city
46058,Maeystown village
46110,Magnolia village
46136,Mahomet village
46214,Makanda village
46240,Malden village
46279,Malta village
46331,Manchester village
46357,Manhattan village
46383,Manito village
46422,Manlius village
46487,Mansfield village
46500,Manteno village
46604,Maple Park village
46643,Mapleton village
46695,Maquon village
46786,Marengo city
46825,Marietta village
46864,Marine village
46916,Marion city
46955,Marissa village
46981,Mark village
47007,Markham city
47072,Maroa city
47111,Marquette Heights city
47150,Marseilles city
47163,Marshall city
47254,Martinsville city
47280,Martinton village
47397,Maryville village
47423,Mascoutah city
47449,Mason town
47475,Mason City city
47527,Matherville village
47540,Matteson village
47553,Mattoon city
47592,Maunie village
47774,Maywood village
47787,Mazon village
48021,Mechanicsburg village
48073,Media village
48138,Medora village
48242,Melrose Park village
48268,Melvin village
48307,Mendon village
48333,Mendota city
48359,Menominee village
48424,Meredosia village
48554,Merrionette Park village
48606,Metamora village
48632,Metcalf village
48645,Metropolis city
48671,Mettawa village
48853,Middletown village
48892,Midlothian village
49009,Milan village
49048,Milford village
49100,Millbrook village
49178,Mill Creek village
49191,Milledgeville village
49308,Millington village
49347,Mill Shoals village
49386,Millstadt village
49477,Milton village
49516,Mineral village
49555,Minier village
49568,Minonk city
49607,Minooka village
49802,Modesto village
49854,Mokena village
49867,Moline city
49893,Momence city
49945,Monee village
50010,Monmouth city
50062,Monroe Center village
50218,Montgomery village
50244,Monticello city
50283,Montrose village
50491,Morris city
50530,Morrison city
50543,Morrisonville village
50621,Morton village
50647,Morton Grove village
50751,Mound City city
50777,Mounds city
50790,Mound Station village
50829,Mount Auburn village
50868,Mount Carmel city
50881,Mount Carroll city
50920,Mount Clare village
50933,Mount Erie village
50998,Mount Morris village
51024,Mount Olive city
51089,Mount Prospect village
51128,Mount Pulaski city
51154,Mount Sterling city
51180,Mount Vernon city
51206,Mount Zion village
51232,Moweaqua village
51271,Muddy village
51284,Mulberry Grove village
51336,Muncie village
51349,Mundelein village
51453,Murphysboro city
51479,Murrayville village
51622,Naperville city
51648,Naplate village
51661,Naples town
51700,Nashville city
51726,Nason city
51791,Nauvoo city
51882,Nebo village
51947,Nelson village
51986,Neoga city
51999,Neponset village
52103,Newark village
52116,New Athens village
52142,New Baden village
52155,New Bedford village
52168,New Berlin village
52220,New Boston city
52285,New Burnside village
52311,New Canton town
52415,New Douglas village
52467,New Grand Chain village
52506,New Haven village
52545,New Holland village
52584,New Lenox village
52623,Newman city
52701,New Milford village
52714,New Minden village
52805,New Salem village
52844,Newton city
52961,Niantic village
53000,Niles village
53039,Nilwood town
53143,Noble village
53169,Nokomis city
53195,Nora village
53234,Normal town
53377,Norridge village
53390,Norris village
53403,Norris City village
53442,North Aurora village
53455,North Barrington village
53481,Northbrook village
53559,North Chicago city
53585,North City village
53663,Northfield village
53793,North Henderson village
53871,Northlake city
54092,North Pekin village
54144,North Riverside village
54222,North Utica village
54404,Norwood village
54534,Oak Brook village
54560,Oakbrook Terrace city
54586,Oakdale village
54625,Oakford village
54638,Oak Forest city
54703,Oak Grove village
54781,Oakland city
54820,Oak Lawn village
54885,Oak Park village
55002,Oakwood village
55041,Oakwood Hills village
55106,Oblong village
55132,Oconee village
55171,Odell village
55210,Odin village
55249,O'Fallon city
55275,Ogden village
55353,Oglesby city
55379,Ohio village
55418,Ohlman village
55470,Okawville village
55639,Old Mill Creek village
55717,Old Ripley village
55756,Old Shawneetown village
55899,Olmsted village
55912,Olney city
55938,Olympia Fields village
56003,Omaha village
56081,Onarga village
56159,Oneida city
56237,Oquawka village
56341,Orangeville village
56471,Oreana village
56484,Oregon city
56536,Orient city
56601,Orion village
56627,Orland Hills village
56640,Orland Park village
56887,Oswego village
56926,Ottawa city
56978,Otterville town
57043,Owaneco village
57225,Palatine village
57277,Palestine village
57303,Palmer village
57329,Palmyra village
57381,Palos Heights city
57394,Palos Hills city
57407,Palos Park village
57472,Pana city
57498,Panama village
57524,Panola village
57576,Papineau village
57628,Paris city
57654,Park City city
57693,Parkersburg village
57732,Park Forest village
57875,Park Ridge city
58057,Patoka village
58174,Pawnee village
58226,Paw Paw village
58239,Paxton city
58265,Payson village
58343,Pearl village
58369,Pearl City village
58408,Pecatonica village
58447,Pekin city
59000,Peoria city
59026,Peoria Heights village
59052,Peotone village
59104,Percy village
59156,Perry village
59234,Peru city
59273,Pesotum village
59312,Petersburg city
59520,Phillipstown village
59533,Philo village
59572,Phoenix village
59709,Pierron village
59884,Pinckneyville city
59988,Pingree Grove village
60079,Piper City village
60209,Pittsburg village
60222,Pittsfield city
60287,Plainfield village
60339,Plainville village
60352,Plano city
60391,Plattville village
60534,Pleasant Hill village
60599,Pleasant Plains village
60833,Plymouth village
60872,Pocahontas village
60937,Polo city
61015,Pontiac city
61067,Pontoon Beach village
61080,Pontoosuc village
61145,Poplar Grove village
61216,Port Barrington village
61223,Port Byron village
61314,Posen village
61366,Potomac village
61548,Prairie City village
61639,Prairie du Rocher village
61678,Prairie Grove village
61899,Princeton city
61925,Princeville village
61977,Prophetstown city
62016,Prospect Heights city
62211,Pulaski village
62367,Quincy city
62523,Radom village
62588,Raleigh village
62627,Ramsey village
62744,Rankin village
62757,Ransom village
62783,Rantoul village
62822,Rapids City village
62848,Raritan village
62965,Raymond village
63043,Red Bud city
63056,Reddick village
63069,Redmon village
63420,Reynolds village
63641,Richmond village
63706,Richton Park village
63719,Richview village
63862,Ridge Farm village
64018,Ridgway village
64044,Ridott village
64135,Ringwood village
64148,Rio village
64174,Ripley village
64278,Riverdale village
64304,River Forest village
64343,River Grove village
64421,Riverside village
64486,Riverton village
64538,Riverwoods village
64590,Roanoke village
64616,Robbins village
64655,Roberts village
64707,Robinson city
64746,Rochelle city
64759,Rochester village
64811,Rockbridge village
64837,Rock City village
64902,Rockdale village
64928,Rock Falls city
65000,Rockford city
65078,Rock Island city
65156,Rockton village
65221,Rockwood village
65338,Rolling Meadows city
65442,Romeoville village
65481,Roodhouse city
65611,Roscoe village
65754,Rose Hill village
65806,Roselle village
65819,Rosemont village
65845,Roseville village
65897,Rosiclare city
65962,Rossville village
66027,Round Lake village
66040,Round Lake Beach village
66053,Round Lake Heights village
66066,Round Lake Park village
66131,Roxana village
66157,Royal village
66196,Royal Lakes village
66209,Royalton village
66287,Ruma village
66339,Rushville city
66404,Russellville village
66443,Rutland village
66534,Sadorus village
66599,Sailor Springs village
66638,St. Anne village
66677,St. Augustine village
66703,St. Charles city
66768,St. David village
66794,St. Elmo city
66800,Ste. Marie village
66833,St. Francisville city
66859,St. Jacob village
66924,St. Johns village
66950,St. Joseph village
66989,St. Libory village
67132,St. Peter village
67236,Salem city
67372,Sammons Point village
67444,Sandoval village
67548,Sandwich city
67613,San Jose village
67756,Sauget village
67769,Sauk Village village
67795,Saunemin village
67821,Savanna city
67860,Savoy village
67873,Sawyerville village
67912,Saybrook village
67925,Scales Mound village
68003,Schaumburg village
68081,Schiller Park village
68120,Schram City village
68198,Sciota village
68406,Scottville village
68458,Seaton village
68471,Seatonville village
68510,Secor village
68640,Seneca village
68705,Sesser city
68822,Shabbona village
68991,Shannon village
69082,Shawneetown city
69147,Sheffield village
69186,Shelbyville city
69212,Sheldon village
69277,Sheridan village
69342,Sherman village
69368,Sherrard village
69524,Shiloh village
69563,Shipman town
69758,Shorewood village
69797,Shumway village
69810,Sibley village
69836,Sidell village
69875,Sidney village
69914,Sigel town
69979,Silvis city
70005,Simpson village
70031,Sims village
70122,Skokie village
70161,Sleepy Hollow village
70213,Smithboro village
70226,Smithfield village
70252,Smithton village
70460,Somonauk village
70525,Sorento village
70564,South Barrington village
70590,South Beloit city
70629,South Chicago Heights village
70720,South Elgin village
70759,Southern View village
70850,South Holland village
70889,South Jacksonville village
71175,South Pekin village
71240,South Roxana village
71370,South Wilmington village
71422,Sparland village
71448,Sparta city
71474,Spaulding village
71526,Spillertown village
71604,Spring Bay village
71643,Springerton village
72000,Springfield city
72052,Spring Grove village
